Date,Open,High,Low,Close,Adj Close,Volume
2025-03-29,462.54,490.06,480.09,487.42,486.81,55475
2025-03-30,144.48,157.62,146.36,157.6,157.93,3313364
2025-03-31,297.05,309.16,325.05,310.22,308.78,3249254
2025-04-01,104.54,120.59,125.54,122.36,122.13,1109577
2025-04-02,287.46,289.83,308.08,300.39,300.9,854081
2025-04-03,122.52,128.34,129.78,128.86,128.82,4633037
2025-04-04,147.53,169.93,167.63,169.44,169.05,3705727
2025-04-05,147.01,150.41,159.43,158.37,160.34,1612970
2025-04-06,359.68,378.18,379.57,379.0,380.52,1541064
2025-04-07,398.42,406.53,402.51,405.89,406.38,4421887
2025-04-08,333.35,345.64,353.43,350.44,350.71,237189
2025-04-09,484.87,494.24,514.85,503.07,503.55,2086198
2025-04-10,249.95,261.26,252.35,257.59,256.39,1478919
2025-04-11,214.28,236.14,243.62,242.24,241.82,3291941
2025-04-12,447.44,457.06,460.24,459.09,457.24,2660324
2025-04-13,189.44,206.86,215.69,212.74,212.64,3420580
2025-04-14,485.29,500.09,508.98,508.75,508.92,3695104
2025-04-15,104.86,125.11,122.31,122.37,121.28,1430858
2025-04-16,487.95,516.12,510.37,515.15,517.01,1758982
2025-04-17,117.26,139.51,143.74,142.59,144.22,1455065
2025-04-18,456.46,463.69,469.18,466.33,467.22,4906799
2025-04-19,311.08,312.98,321.56,319.0,319.13,88077
2025-04-20,497.19,505.79,517.55,506.49,507.97,4519322
2025-04-21,129.52,147.78,153.95,152.35,150.87,1651232
2025-04-22,321.54,324.03,344.65,335.79,336.95,4455818
2025-04-23,487.72,503.12,511.86,504.23,502.73,4105077
2025-04-24,309.24,327.55,322.87,326.81,327.99,794192
2025-04-25,351.76,362.45,376.48,373.87,372.97,4640232
2025-04-26,378.3,401.66,382.79,397.93,399.44,930114
2025-04-27,281.82,285.91,298.61,292.79,294.56,611891
2025-04-28,351.02,354.2,352.19,353.16,351.76,3539921
2025-04-29,333.73,355.84,344.14,345.7,345.55,2192926
2025-04-30,460.46,475.83,472.09,472.39,474.32,2495670
2025-05-01,118.18,139.14,130.67,136.84,136.77,3354250
2025-05-02,212.39,226.0,233.55,229.8,231.26,3376085
2025-05-03,480.16,488.31,492.43,490.63,490.99,4616976
2025-05-04,456.11,480.86,470.12,477.95,477.46,4033278
2025-05-05,282.26,306.45,290.15,302.62,301.77,547977
2025-05-06,348.05,369.2,359.88,361.36,360.17,2009014
2025-05-07,210.95,219.84,218.54,219.34,220.38,3713292
2025-05-08,175.25,193.37,178.37,180.4,179.95,1568141
2025-05-09,285.48,296.95,303.98,298.7,298.74,3678280
2025-05-10,241.34,245.0,261.72,250.73,250.7,2733408
2025-05-11,333.46,361.06,352.43,360.69,361.0,1858058
2025-05-12,131.09,136.06,145.54,144.88,146.34,4794808
2025-05-13,489.76,518.31,501.77,502.72,504.64,2169173
2025-05-14,494.48,508.42,520.52,517.11,516.74,4664419
